source_artifact,source_csv_row,model_id,mask_id,cell_id,window_hours,polynomial_degree,kernel_id,held_sector,screening_valid,optimizer_success,branch_log_predictive_density,input_fold_any_parameter_at_boundary,parameter_index,parameter_name,parameter_value,lower_bound,upper_bound,nearest_boundary,distance_fraction,at_boundary,transformation,transformed_value,transformed_unit
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,7,delta_jitter_s100,0.033749295481407933,-3,3,upper,0.49437511741976531,False,exp,1.0343252642028753,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,8,delta_amplitude_s37,0.38324084940431785,-3,3,upper,0.43612652509928035,False,exp,1.4670313211415309,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,9,delta_amplitude_s63,-0.025453518443517845,-3,3,lower,0.49575774692608032,False,exp,0.97486769128029438,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,10,delta_amplitude_s90,-0.22255988420885545,-3,3,lower,0.46290668596519075,False,exp,0.80046706997771477,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,11,delta_amplitude_s99,-0.16101675123435352,-3,3,lower,0.47316387479427441,False,exp,0.85127781103360201,multiplicative_ratio
outputs/faz6_loso_scores.csv,10,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,64,True,True,2842.353898982693,True,12,delta_amplitude_s100,0.024956165805536907,-3,3,upper,0.49584063903241055,False,exp,1.0252701776470745,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,0,mu_jitter,-1.5726434471762407,-6,2,upper,0.44658043089703009,False,exp,0.20749595215752475,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,1,mu_amplitude,-1.077310573555408,-6,2,upper,0.38466382169442603,False,exp,0.34051007208351819,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,2,log_timescale_minutes,5.8861040314501558,1.3862943611198906,5.8861040314501558,upper,0,True,exp,360.00000000000006,minutes
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,3,delta_jitter_s37,-0.077941875873801789,-3,3,lower,0.48700968735436634,False,exp,0.92501819085508319,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,4,delta_jitter_s63,-0.12751495289644763,-3,3,lower,0.47874750785059206,False,exp,0.88028025299634216,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,5,delta_jitter_s64,-0.53166058429650431,-3,3,lower,0.41138990261724934,False,exp,0.58762835261076773,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,6,delta_jitter_s99,0.51878222818136666,-3,3,upper,0.41353629530310559,False,exp,1.6799805705195678,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,7,delta_jitter_s100,0.21742331041060486,-3,3,upper,0.46376278159823253,False,exp,1.2428701106543383,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,8,delta_amplitude_s37,0.48251490653682189,-3,3,upper,0.41958084891052971,False,exp,1.6201437931951501,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,9,delta_amplitude_s63,0.070772483525648244,-3,3,upper,0.48820458607905864,False,exp,1.0733369962371033,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,10,delta_amplitude_s64,-0.58732842294116749,-3,3,lower,0.4021119295098054,False,exp,0.55581019276102117,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,11,delta_amplitude_s99,-0.084546032222644882,-3,3,lower,0.48590899462955917,False,exp,0.91892935404260678,multiplicative_ratio
outputs/faz6_loso_scores.csv,11,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,90,True,True,2782.0829318310221,True,12,delta_amplitude_s100,0.11754064203858929,-3,3,upper,0.48040989299356845,False,exp,1.124727340226811,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,0,mu_jitter,-1.6296420189027891,-6,2,upper,0.45370525236284864,False,exp,0.19599972576656266,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,1,mu_amplitude,-1.0894454172870389,-6,2,upper,0.38618067716087989,False,exp,0.33640300527522099,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,2,log_timescale_minutes,5.8861040314501558,1.3862943611198906,5.8861040314501558,upper,0,True,exp,360.00000000000006,minutes
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,3,delta_jitter_s37,-0.054056218858166735,-3,3,lower,0.49099063019030553,False,exp,0.94737884444776022,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,4,delta_jitter_s63,-0.10055522702029182,-3,3,lower,0.48324079549661803,False,exp,0.90433516729698826,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,5,delta_jitter_s64,-0.50102079908329056,-3,3,lower,0.4164965334861182,False,exp,0.60591182967551516,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,6,delta_jitter_s90,0.39835355290318664,-3,3,upper,0.43360774118280226,False,exp,1.489370508099906,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,7,delta_jitter_s100,0.25570050667339755,-3,3,upper,0.4573832488877671,False,exp,1.2913659145449721,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,8,delta_amplitude_s37,0.494400111068444,-3,3,upper,0.41759998148859268,False,exp,1.6395144174425489,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,9,delta_amplitude_s63,0.081705559292837432,-3,3,upper,0.4863824067845271,False,exp,1.0851362545006662,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,10,delta_amplitude_s64,-0.57978392293120862,-3,3,lower,0.40336934617813186,False,exp,0.56001936083484338,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,11,delta_amplitude_s90,-0.12596456821560828,-3,3,lower,0.47900590529739867,False,exp,0.88164608452398496,multiplicative_ratio
outputs/faz6_loso_scores.csv,12,raw_valid::W16_P1,raw_valid,W16_P1,16,1,K1_ou,99,True,True,1869.2387389140631,True,12,delta_amplitude_s100,0.12852467842554627,-3,3,upper,0.4785792202624089,False,exp,1.1371494840038181,multiplicative_ratio
